time,open,high,low,close,volume
2023-10-20T19:40:00.000Z,29461,29461,29400,29413.8,266.89
2023-10-20T19:45:00.000Z,29418,29488.9,29407.7,29473.6,246.96
2023-10-20T19:50:00.000Z,29473.6,29537.7,29469.9,29537.7,264.67
2023-10-20T19:55:00.000Z,29537.7,29565,29526.4,29558.1,263.73
2023-10-20T20:00:00.000Z,29558,29558,29507.1,29541,305.75
2023-10-20T20:05:00.000Z,29541.1,29565,29541.1,29558.2,283.95
2023-10-20T20:10:00.000Z,29558.3,29572.8,29547.9,29561.1,143.39
2023-10-20T20:15:00.000Z,29561.1,29571.8,29552.2,29565,79.4
2023-10-20T20:20:00.000Z,29565,29618.4,29564.9,29601.7,704.91
2023-10-20T20:25:00.000Z,29597.9,29598,29540.5,29575.3,529.23
2023-10-20T20:30:00.000Z,29575.3,29592.7,29552.2,29587.2,104.15
2023-10-20T20:35:00.000Z,29587.2,29598.1,29564.6,29596.4,97.62
2023-10-20T20:40:00.000Z,29596.4,29637.2,29596.3,29618.5,506.06
2023-10-20T20:45:00.000Z,29618.5,29618.6,29584.7,29599,258.94
2023-10-20T20:50:00.000Z,29594.9,29611.8,29585.1,29590.9,65.64
2023-10-20T20:55:00.000Z,29590.8,29599.5,29565,29579.9,232.51
2023-10-20T21:00:00.000Z,29579.9,29608.3,29569.9,29605.4,235.54
2023-10-20T21:05:00.000Z,29605.4,29624.8,29597.2,29624.7,124.86
2023-10-20T21:10:00.000Z,29624.7,29624.7,29612,29612,137.83
2023-10-20T21:15:00.000Z,29612,29615,29591.3,29608,63.77
2023-10-20T21:20:00.000Z,29608.1,29639.9,29608,29610.4,200.55
2023-10-20T21:25:00.000Z,29610.4,29640,29603.8,29603.8,143.48
2023-10-20T21:30:00.000Z,29603.8,29634.8,29597.5,29623.4,83.28
2023-10-20T21:35:00.000Z,29623.3,29623.5,29617.5,29619.7,35.68
2023-10-20T21:40:00.000Z,29619.7,29625,29597.7,29613.8,170.6
2023-10-20T21:45:00.000Z,29618.7,29633.7,29618.7,29627.2,59.23
2023-10-20T21:50:00.000Z,29627.1,29627.9,29597.3,29597.3,67.77
2023-10-20T21:55:00.000Z,29597.3,29611.2,29593.9,29611.2,153.88
2023-10-20T22:00:00.000Z,29611.1,29615,29587.9,29603.2,104.11
2023-10-20T22:05:00.000Z,29603.3,29654.1,29603.2,29650,288.44
2023-10-20T22:10:00.000Z,29650,29650,29619.8,29642.5,94.16
2023-10-20T22:15:00.000Z,29642.5,29642.5,29620.1,29624.1,88.77
2023-10-20T22:20:00.000Z,29624.1,29624.2,29593.8,29603.1,265.44
2023-10-20T22:25:00.000Z,29603.1,29630,29603.1,29630,70.93
2023-10-20T22:30:00.000Z,29630,29636.7,29618.2,29634.9,69.99
2023-10-20T22:35:00.000Z,29634.9,29639.9,29624.6,29624.6,64.39
2023-10-20T22:40:00.000Z,29623.1,29630,29602.1,29629.9,131
2023-10-20T22:45:00.000Z,29630,29633.4,29605.5,29618.7,105.09
2023-10-20T22:50:00.000Z,29618.7,29646.9,29618.7,29618.9,174.5
2023-10-20T22:55:00.000Z,29618.9,29679.7,29607.4,29658.8,308.76
2023-10-20T23:00:00.000Z,29658.8,29733,29648.2,29678.6,1242.3
2023-10-20T23:05:00.000Z,29678.7,29783.8,29678.7,29718.3,1796.25
2023-10-20T23:10:00.000Z,29718.4,29759.3,29707.4,29756,406.56
2023-10-20T23:15:00.000Z,29755.9,29766.8,29687.5,29698.1,566.39
2023-10-20T23:20:00.000Z,29698,29715,29688.6,29714.9,427.71
2023-10-20T23:25:00.000Z,29714.9,29749.7,29700,29749.5,283.21
2023-10-20T23:30:00.000Z,29749.4,29749.4,29687,29699.9,232.75
2023-10-20T23:35:00.000Z,29699.9,29701,29661.7,29663.7,310.41
2023-10-20T23:40:00.000Z,29663.8,29680,29656.8,29680,187.93
2023-10-20T23:45:00.000Z,29680,29688.8,29659.1,29684.1,237.29
2023-10-20T23:50:00.000Z,29684.1,29692.7,29656.2,29662.1,140.07
2023-10-20T23:55:00.000Z,29662.1,29664.5,29645,29661,260.85
2023-10-21T00:00:00.000Z,29661,29679.9,29650,29670.9,320.08
2023-10-21T00:05:00.000Z,29671,29695,29668.3,29680,197.99
2023-10-21T00:10:00.000Z,29679.9,29680,29656.8,29660.8,127.18
2023-10-21T00:15:00.000Z,29660.8,29690,29652.3,29662.3,157.11
2023-10-21T00:20:00.000Z,29662.3,29674.7,29650,29670.6,139.71
2023-10-21T00:25:00.000Z,29670.5,29691.9,29668.8,29688.7,82.68
2023-10-21T00:30:00.000Z,29688.7,29688.7,29653.5,29656.7,86.51
2023-10-21T00:35:00.000Z,29656.6,29666.1,29640.1,29650.6,178.11
2023-10-21T00:40:00.000Z,29650.6,29652.9,29617.8,29619.7,237.4
2023-10-21T00:45:00.000Z,29619.7,29624.2,29590,29600,491.54
2023-10-21T00:50:00.000Z,29599.9,29621.7,29599.9,29621,178.5
2023-10-21T00:55:00.000Z,29621.1,29634.9,29609.7,29633,216.46
2023-10-21T01:00:00.000Z,29633,29638.9,29622.2,29628.9,163.8
2023-10-21T01:05:00.000Z,29628.4,29628.4,29613.7,29628.4,86.42
2023-10-21T01:10:00.000Z,29628.4,29628.4,29610.6,29621.7,78.01
2023-10-21T01:15:00.000Z,29621.8,29622,29610.6,29620.5,66.69
2023-10-21T01:20:00.000Z,29620.5,29620.5,29601.3,29606.8,97.4
2023-10-21T01:25:00.000Z,29606.7,29606.8,29592,29592.2,143.35
2023-10-21T01:30:00.000Z,29592.1,29594.9,29577.8,29588,281.3
2023-10-21T01:35:00.000Z,29588.1,29588.1,29547,29550.9,564.48
2023-10-21T01:40:00.000Z,29550.9,29570.4,29547.1,29563.6,157.88
2023-10-21T01:45:00.000Z,29563.6,29565,29550.1,29558,110.81
2023-10-21T01:50:00.000Z,29557.9,29567.1,29542.4,29546.3,334.23
2023-10-21T01:55:00.000Z,29546.2,29546.3,29516.4,29538,254.29
2023-10-21T02:00:00.000Z,29537.9,29537.9,29496.2,29508,291.94
2023-10-21T02:05:00.000Z,29507.9,29544.5,29500.1,29530,383.66
2023-10-21T02:10:00.000Z,29530,29546.9,29520.2,29546.9,154.74
2023-10-21T02:15:00.000Z,29546.8,29546.8,29515.4,29522.7,120.74
2023-10-21T02:20:00.000Z,29523,29535,29515,29516.5,98.62
2023-10-21T02:25:00.000Z,29516.5,29533,29512,29528.7,93.24
2023-10-21T02:30:00.000Z,29528.7,29528.7,29491,29504.9,200.8
2023-10-21T02:35:00.000Z,29504.9,29509.8,29476.7,29494.5,350.66
2023-10-21T02:40:00.000Z,29494.5,29494.5,29466,29484.4,236.34
2023-10-21T02:45:00.000Z,29484.5,29500,29470.2,29479.7,229.04
2023-10-21T02:50:00.000Z,29479.6,29498.7,29470.1,29496.8,145.1
2023-10-21T02:55:00.000Z,29496.7,29496.7,29479.1,29494.8,164.08
2023-10-21T03:00:00.000Z,29494.7,29499.9,29490.2,29491.1,150.15
2023-10-21T03:05:00.000Z,29491.1,29494.6,29474.9,29477.1,150.64
2023-10-21T03:10:00.000Z,29477.1,29486.2,29465.5,29486.1,142.98
2023-10-21T03:15:00.000Z,29486.1,29548.1,29486.1,29523.8,456.97
2023-10-21T03:20:00.000Z,29523.9,29538.4,29516.8,29538.3,334.1
2023-10-21T03:25:00.000Z,29538.4,29550,29536.9,29544.9,194.33
2023-10-21T03:30:00.000Z,29544.9,29587.9,29544.9,29575.9,471.48
2023-10-21T03:35:00.000Z,29575.9,29615,29575.8,29606.5,497.59
2023-10-21T03:40:00.000Z,29606.5,29606.5,29586,29594.9,319.29
2023-10-21T03:45:00.000Z,29594.9,29620.7,29591.8,29620.7,397.01
2023-10-21T03:50:00.000Z,29620.6,29632.3,29609.2,29609.2,339.53
2023-10-21T03:55:00.000Z,29609.2,29610.3,29603.6,29605.2,243.4
2023-10-21T04:00:00.000Z,29605.3,29611.7,29603.6,29611.6,147.43
2023-10-21T04:05:00.000Z,29611.7,29624.5,29611.6,29615,125.98
